   1,20170501001000,     260,0
   1,20170501002000,     260,0
   1,20170501003000,     260,0
   1,20170501004000,     260,0
   1,20170501005000,     260,0
   1,20170501010000,     260,0
   1,20170501011000,     260,0
   1,20170501012000,     260,0
   1,20170501013000,     260,0
   1,20170501014000,     260,0
   1,20170501015000,     260,0
   1,20170501020000,     260,0
   1,20170501021000,     260,0
   1,20170501022000,     260,0
   1,20170501023000,     260,0
   1,20170501024000,     260,0
   1,20170501025000,     260,0
   1,20170501030000,     260,0
   1,20170501031000,     260,0
   1,20170501032000,     260,0
   1,20170501033000,     260,0
   1,20170501034000,     260,0
   1,20170501035000,     260,0
   1,20170501040000,     260,0
   1,20170501041000,     260,0
   1,20170501042000,     260,0
   1,20170501043000,     260,0
   1,20170501044000,     260,0
   1,20170501045000,     260,0
   1,20170501050000,     260,0
   1,20170501051000,     260,0
   1,20170501052000,     260,0
   1,20170501053000,     260,0
   1,20170501054000,     260,0
   1,20170501055000,     260,0
   1,20170501060000,     260,0
   1,20170501061000,     260,0
   1,20170501062000,     260,0
   1,20170501063000,     260,0
   1,20170501064000,     260,0
   1,20170501065000,     260,0
   1,20170501070000,     260,0
   1,20170501071000,     260,0
   1,20170501072000,     260,0
   1,20170501073000,     260,0
   1,20170501074000,     260,0
   1,20170501075000,     260,0
   1,20170501080000,     260,0
   1,20170501081000,     260,0
   1,20170501082000,     260,0
   1,20170501083000,     260,0
   1,20170501084000,     260,0
   1,20170501085000,     260,0
   1,20170501090000,     260,0
   1,20170501091000,     260,0
   1,20170501092000,     260,0
   1,20170501093000,     260,0
   1,20170501094000,     260,0
   1,20170501095000,     260,0
   1,20170501100000,     260,0
   1,20170501101000,     260,0
   1,20170501102000,     260,0
   1,20170501103000,     260,0
   1,20170501104000,     260,0
   1,20170501105000,     260,0
   1,20170501110000,     260,0
   1,20170501111000,     260,0
   1,20170501112000,     260,0
   1,20170501113000,     260,0
   1,20170501114000,     260,0
   1,20170501115000,     260,0
   1,20170501120000,     260,0
   1,20170501121000,     260,0
   1,20170501122000,     260,0
   1,20170501123000,     260,0
   1,20170501124000,     260,0
   1,20170501125000,     260,0
   1,20170501130000,     260,0
   1,20170501131000,     260,0
   1,20170501132000,     260,0
   1,20170501133000,     260,0
   1,20170501134000,     260,0
   1,20170501135000,     260,0
   1,20170501140000,     260,0
   1,20170501141000,     260,0
   1,20170501142000,     260,0
   1,20170501143000,     260,0
   1,20170501144000,     260,0
   1,20170501145000,     260,0
   1,20170501150000,     260,0
   1,20170501151000,     260,0
   1,20170501152000,     260,0
   1,20170501153000,     260,0
   1,20170501154000,     260,0
   1,20170501155000,     260,0
   1,20170501160000,     260,0
   1,20170501161000,     260,0
   1,20170501162000,     260,0
   1,20170501163000,     260,0
   1,20170501164000,     260,0
   1,20170501165000,     260,0
   1,20170501170000,     260,0
   1,20170501171000,     260,0
   1,20170501172000,     260,0
   1,20170501173000,     260,0
   1,20170501174000,     260,0
   1,20170501175000,     260,0
   1,20170501180000,     260,0
   1,20170501181000,     260,0
   1,20170501182000,     260,0
   1,20170501183000,     260,0
   1,20170501184000,     260,0
   1,20170501185000,     260,0
   1,20170501190000,     260,0
